4.1528 0.4233
4.2451 0.3855
4.3373 0.3595
4.4296 0.3432
4.5219 0.3331
4.6142 0.3253
4.7065 0.3175
4.7988 0.3089
4.891 0.2999
4.9833 0.2917
5.0756 0.285
5.1679 0.2797
5.2602 0.2745
5.3525 0.2672
5.4448 0.256
5.537 0.2397
5.6293 0.2182
5.7216 0.1926
5.8139 0.1647
5.9062 0.1368
5.9985 0.1106
6.0907 0.0876
6.183 0.0683
6.2753 0.0526
6.3676 0.0402
6.4599 0.0306
6.5522 0.0231
6.6444 0.0174
6.7367 0.0131
6.829 0.0098
6.9213 0.0073
7.0136 0.0055

#0.0168
0.0 0.006
0.0952 0.0081
0.1905 0.0109
0.2857 0.0145
0.3809 0.0194
0.4762 0.0258
0.5714 0.0341
0.6666 0.045
0.7619 0.0589
0.8571 0.0764
0.9523 0.098
1.0476 0.1237
1.1428 0.1529
1.238 0.1837
1.3333 0.2138
1.4285 0.2404
1.5238 0.2616
1.619 0.2764
1.7142 0.2853
1.8095 0.2904
1.9047 0.2943
1.9999 0.2994
2.0952 0.307
2.1904 0.3169
2.2856 0.3275
2.3809 0.3377
2.4761 0.3471
2.5713 0.3575
2.6666 0.3719
2.7618 0.394
2.857 0.4268
2.9523 0.4709
3.0475 0.5239
3.1427 0.5803
3.238 0.6327
3.3332 0.6742
3.4284 0.7003
3.5237 0.7088
3.6189 0.7
3.7141 0.6752
3.8094 0.6365
3.9046 0.5871
3.9998 0.5315
4.0951 0.4758
4.1903 0.4261
4.2856 0.3872
4.3808 0.3603
4.476 0.3436
4.5713 0.333
4.6665 0.3248
4.7617 0.3163
4.857 0.307
4.9522 0.2977
5.0474 0.2896
5.1427 0.2833
5.2379 0.2781
5.3331 0.2724
5.4284 0.2637
5.5236 0.2502
5.6188 0.2309
5.7141 0.2065
5.8093 0.1785
5.9045 0.1494
5.9998 0.1214
6.095 0.0961
6.1902 0.0747
6.2855 0.0573
6.3807 0.0436
6.4759 0.0328
6.5712 0.0246
6.6664 0.0184
6.7616 0.0137
6.8569 0.0102
6.9521 0.0075
7.0473 0.0056

#0.0299
0.0 0.0044
0.0917 0.0058
0.1834 0.0076
0.2751 0.01
0.3668 0.013
0.4585 0.0221
0.5502 0.0285
0.6419 0.0367
0.7336 0.0469
0.8253 0.0596
0.917 0.0751
1.0087 0.0939
1.1004 0.1162
1.1921 0.1417
1.2838 0.1695
1.3755 0.1981
1.4672 0.2254
1.5589 0.2493
1.6506 0.2684
1.7423 0.2819
1.834 0.2905
1.9258 0.2958
2.0175 0.3002
2.1092 0.3058
2.2009 0.3141
2.2926 0.3253
2.3843 0.339
2.476 0.3541
2.5677 0.3696
2.6594 0.385
2.7511 0.4009
2.8428 0.4189
2.9345 0.4411
3.0262 0.4697
3.1179 0.5056
3.2096 0.5473
3.3013 0.5905
3.393 0.6295
3.4847 0.6589
3.5764 0.6751
3.6681 0.6773
3.7598 0.6669
3.8515 0.6459
3.9432 0.616
4.0349 0.5785
4.1266 0.5352
4.2183 0.489
4.31 0.4439
4.4017 0.4042
4.4934 0.3725
4.5851 0.3495
4.6768 0.3339
4.7685 0.3231
4.8602 0.3148
4.9519 0.3071
5.0436 0.2993
5.1353 0.2914
5.227 0.2835
5.3187 0.2757
5.4104 0.2674
5.5021 0.2578
5.5939 0.2455
5.6856 0.2298
5.7773 0.2102
5.869 0.1874
5.9607 0.1624
6.0524 0.1369
6.1441 0.1123
6.2358 0.09
6.3275 0.0708
6.4192 0.055
6.5109 0.0423
6.6026 0.0323
6.6943 0.0245
6.786 0.0185
6.8777 0.014
6.9694 0.0105
7.0611 0.0079

#0.0389
0.0 0.0042
0.0963 0.0056
0.1925 0.0074
0.2888 0.0098
0.385 0.013
0.4813 0.017
0.5775 0.0222
0.6738 0.0288
0.7701 0.0369
0.8663 0.0469
0.9626 0.059
1.0588 0.0736
1.1551 0.0911
1.2514 0.112
1.3476 0.1364
1.4439 0.1637
1.5401 0.1926
1.6364 0.2211
1.7326 0.2469
1.8289 0.268
1.9252 0.2834
2.0214 0.2935
2.1177 0.2999
2.2139 0.3051
2.3102 0.3117
2.4064 0.3215
2.5027 0.3351
2.599 0.3524
2.6952 0.3719
2.7915 0.3923
2.8877 0.4124
2.984 0.4319
3.0803 0.4516
3.1765 0.4737
3.2728 0.5002
3.369 0.5326
3.4653 0.5692
3.5615 0.6059
3.6578 0.6368
3.7541 0.6567
3.8503 0.6632
3.9466 0.6568
4.0428 0.6401
4.1391 0.6152
4.2353 0.5833
4.3316 0.5449
4.4279 0.5014
4.5241 0.4562
4.6204 0.4138
4.7166 0.3783
4.8129 0.3516
4.9092 0.3332
5.0054 0.3208
5.1017 0.3115
5.1979 0.3032
5.2942 0.295
5.3904 0.2863
5.4867 0.2774
5.583 0.268
5.6792 0.2577
5.7755 0.2452
5.8717 0.2298
5.968 0.2107
6.0642 0.1882
6.1605 0.1633
6.2568 0.1375
6.353 0.1124
6.4493 0.0895
6.5455 0.0698
6.6418 0.0536
6.738 0.0408
6.8343 0.0307
6.9306 0.023
7.0268 0.0171
7.1231 0.0127
7.2193 0.0094

#0.0463
0.0 0.0058
0.0934 0.0077
0.1867 0.01
0.2801 0.013
0.3735 0.0168
0.4668 0.0215
0.5602 0.0272
0.6536 0.0342
0.747 0.0425
0.8403 0.0522
0.9337 0.0636
1.0271 0.0772
1.1204 0.0934
1.2138 0.1127
1.3072 0.1355
1.4005 0.1611
1.4939 0.1884
1.5873 0.2158
1.6806 0.2412
1.774 0.2627
1.8674 0.2792
1.9608 0.2908
2.0541 0.2987
2.1475 0.305
2.2409 0.3121
2.3342 0.3219
2.4276 0.3354
2.521 0.3525
2.6143 0.3718
2.7077 0.3914
2.8011 0.4094
2.8944 0.4248
2.9878 0.438
3.0812 0.4505
3.1746 0.4651
3.2679 0.4842
3.3613 0.5089
3.4547 0.5381
3.548 0.5688
3.6414 0.5967
3.7348 0.6175
3.8281 0.6292
3.9215 0.6313
4.0149 0.6248
4.1083 0.6104
4.2016 0.5883
4.295 0.558
4.3884 0.5202
4.4817 0.4776
4.5751 0.4344
4.6685 0.3955
4.7618 0.3643
4.8552 0.3419
4.9486 0.3269
5.0419 0.3167
5.1353 0.3086
5.2287 0.3004
5.3221 0.2913
5.4154 0.2812
5.5088 0.2707
5.6022 0.2597
5.6955 0.2479
5.7889 0.2347
5.8823 0.2191
5.9756 0.2005
6.069 0.1792
6.1624 0.1559
6.2557 0.1317
6.3491 0.1082
6.4425 0.0867
6.5359 0.0682
6.6292 0.0528
6.7226 0.0405
6.816 0.0308
6.9093 0.0233
7.0027 0.0175
7.0961 0.0132
7.1894 0.0099
7.2828 0.0074
7.3762 0.0055

#0.0528
0.0 0.0054
0.0964 0.0071
0.1928 0.0093
0.2892 0.0122
0.3857 0.0159
0.4821 0.0205
0.5785 0.0261
0.6749 0.0328
0.7713 0.0407
0.8677 0.0497
0.9642 0.0602
1.0606 0.0724
1.157 0.0868
1.2534 0.1042
1.3498 0.1252
1.4462 0.1496
1.5427 0.1765
1.6391 0.2045
1.7355 0.2314
1.8319 0.2551
1.9283 0.2741
2.0247 0.2879
2.1212 0.2975
2.2176 0.3049
2.314 0.3127
2.4104 0.323
2.5068 0.3373
2.6032 0.3555
2.6997 0.3765
2.7961 0.3981
2.8925 0.4181
2.9889 0.4351
3.0853 0.4487
3.1817 0.4602
3.2781 0.4723
3.3746 0.4876
3.471 0.508
3.5674 0.5336
3.6638 0.5617
3.7602 0.5881
3.8566 0.6085
3.9531 0.6202
4.0495 0.6227
4.1459 0.6169
4.2423 0.6032
4.3387 0.5811
4.4351 0.5499
4.5316 0.5103
4.628 0.4657
4.7244 0.4215
4.8208 0.383
4.9172 0.3534
5.0136 0.3331
5.1101 0.3197
5.2065 0.3101
5.3029 0.3015
5.3993 0.2922
5.4957 0.2817
5.5921 0.2705
5.6886 0.2588
5.785 0.2464
5.8814 0.2328
5.9778 0.217
6.0742 0.1984
6.1706 0.177
6.267 0.1535
6.3635 0.1292
6.4599 0.1056
6.5563 0.0841
6.6527 0.0656
6.7491 0.0504
6.8455 0.0383
6.942 0.0289
7.0384 0.0216
7.1348 0.0161
7.2312 0.012
7.3276 0.0089
7.424 0.0066

#0.0624
0.0 0.0058
0.0944 0.0077
0.1889 0.0101
0.2833 0.0132
0.3778 0.0171
0.4722 0.022
0.5667 0.0278
0.6611 0.0345
0.7555 0.0418
0.85 0.0496
0.9444 0.0577
1.0389 0.0662
1.1333 0.0757
1.2277 0.0868
1.3222 0.1004
1.4166 0.1173
1.5111 0.1381
1.6055 0.1624
1.7 0.1888
1.7944 0.2156
1.8888 0.2407
1.9833 0.2624
2.0777 0.2796
2.1722 0.2925
2.2666 0.3024
2.361 0.3115
2.4555 0.3223
2.5499 0.3367
2.6444 0.3556
2.7388 0.3782
2.8333 0.4025
2.9277 0.4259
3.0221 0.4459
3.1166 0.4611
3.211 0.4713
3.3055 0.4777
3.3999 0.4821
3.4943 0.4875
3.5888 0.4965
3.6832 0.5108
3.7777 0.5306
3.8721 0.5536
3.9666 0.5762
4.061 0.5944
4.1554 0.606
4.2499 0.6102
4.3443 0.6066
4.4388 0.5946
4.5332 0.5728
4.6276 0.5409
4.7221 0.5003
4.8165 0.4554
4.911 0.4121
5.0054 0.3755
5.0999 0.3483
5.1943 0.3298
5.2887 0.3174
5.3832 0.3076
5.4776 0.2978
5.5721 0.2868
5.6665 0.2746
5.7609 0.2617
5.8554 0.2489
5.9498 0.2359
6.0443 0.2222
6.1387 0.207
6.2332 0.1896
6.3276 0.1697
6.422 0.1479
6.5165 0.1252
6.6109 0.1031
6.7054 0.0829
6.7998 0.0652
6.8942 0.0505
6.9887 0.0387
7.0831 0.0294
7.1776 0.0222
7.272 0.0167
7.3665 0.0125
7.4609 0.0093
7.5553 0.007
7.6498 0.0052

#0.079
0.0 0.0052
0.0959 0.0069
0.1919 0.0091
0.2878 0.0119
0.3837 0.0155
0.4797 0.0199
0.5756 0.0254
0.6715 0.0318
0.7675 0.0388
0.8634 0.046
0.9594 0.0529
1.0553 0.0592
1.1512 0.0649
1.2472 0.0705
1.3431 0.0767
1.439 0.0845
1.535 0.0949
1.6309 0.1086
1.7268 0.1261
1.8228 0.1471
1.9187 0.1706
2.0146 0.1951
2.1106 0.2191
2.2065 0.2412
2.3024 0.2606
2.3984 0.2775
2.4943 0.2926
2.5903 0.3078
2.6862 0.3249
2.7821 0.345
2.8781 0.3683
2.974 0.3933
3.0699 0.4179
3.1659 0.4399
3.2618 0.4575
3.3577 0.4696
3.4537 0.4755
3.5496 0.475
3.6455 0.4689
3.7415 0.4595
3.8374 0.451
3.9333 0.4485
4.0293 0.4559
4.1252 0.4747
4.2211 0.5024
4.3171 0.534
4.413 0.5637
4.509 0.5869
4.6049 0.6011
4.7008 0.6046
4.7968 0.5964
4.8927 0.5756
4.9886 0.5428
5.0846 0.5012
5.1805 0.4558
5.2764 0.4126
5.3724 0.3763
5.4683 0.3485
5.5642 0.328
5.6602 0.3119
5.7561 0.2973
5.852 0.2825
5.948 0.2674
6.0439 0.2525
6.1399 0.2386
6.2358 0.2259
6.3317 0.2137
6.4277 0.201
6.5236 0.1866
6.6195 0.1697
6.7155 0.1504
6.8114 0.1297
6.9073 0.1086
7.0033 0.0885
7.0992 0.0705
7.1951 0.055
7.2911 0.0423
7.387 0.0322
7.4829 0.0244
7.5789 0.0183
7.6748 0.0137
7.7708 0.0102
7.8667 0.0076
7.9626 0.0056

#0.0865
0.0 0.0052
0.0917 0.0067
0.1835 0.0086
0.2752 0.0111
0.367 0.0142
0.4587 0.0182
0.5505 0.0232
0.6422 0.0293
0.7339 0.0364
0.8257 0.044
0.9174 0.0518
1.0092 0.0591
1.1009 0.0654
1.1927 0.0705
1.2844 0.0746
1.3761 0.0781
1.4679 0.0821
1.5596 0.0877
1.6514 0.0957
1.7431 0.1066
1.8348 0.1207
1.9266 0.1377
2.0183 0.1571
2.1101 0.1781
2.2018 0.1995
2.2936 0.2204
2.3853 0.2402
2.477 0.2587
2.5688 0.2762
2.6605 0.2938
2.7523 0.3128
2.844 0.3343
2.9358 0.3588
3.0275 0.3855
3.1192 0.4125
3.211 0.4377
3.3027 0.4592
3.3945 0.4756
3.4862 0.4862
3.578 0.4903
3.6697 0.4876
3.7614 0.4781
3.8532 0.4631
3.9449 0.4459
4.0367 0.4309
4.1284 0.423
4.2202 0.4262
4.3119 0.4417
4.4036 0.4679
4.4954 0.5008
4.5871 0.535
4.6789 0.5652
4.7706 0.5878
4.8624 0.6003
4.9541 0.6014
5.0458 0.5905
5.1376 0.5682
5.2293 0.5361
5.3211 0.4973
5.4128 0.456
5.5045 0.4167
5.5963 0.3822
5.688 0.3539
5.7798 0.3309
5.8715 0.3114
5.9633 0.2939
6.055 0.2772
6.1467 0.2613
6.2385 0.2464
6.3302 0.2331
6.422 0.2212
6.5137 0.2101
6.6055 0.1988
6.6972 0.1862
6.7889 0.1716
6.8807 0.1549
6.9724 0.1364
7.0642 0.1171
7.1559 0.0981
7.2477 0.0802
7.3394 0.0642
7.4311 0.0506
7.5229 0.0393
7.6146 0.0303
7.7064 0.0232
7.7981 0.0176
7.8899 0.0134
7.9816 0.0101
8.0733 0.0076
8.1651 0.0057

#0.0936
0.0 0.0061
0.0936 0.0076
0.1873 0.0097
0.2809 0.0124
0.3745 0.0158
0.4681 0.0202
0.5618 0.0257
0.6554 0.0323
0.749 0.0401
0.8426 0.0487
0.9363 0.0574
1.0299 0.0655
1.1235 0.0723
1.2171 0.0776
1.3108 0.0815
1.4044 0.0844
1.498 0.0876
1.5917 0.0921
1.6853 0.099
1.7789 0.1087
1.8725 0.1215
1.9662 0.1371
2.0598 0.1549
2.1534 0.1743
2.247 0.1946
2.3407 0.2149
2.4343 0.2347
2.5279 0.2538
2.6215 0.2727
2.7152 0.2923
2.8088 0.3137
2.9024 0.3379
2.996 0.3648
3.0897 0.3936
3.1833 0.4222
3.2769 0.4485
3.3706 0.4706
3.4642 0.4869
3.5578 0.4964
3.6514 0.4981
3.7451 0.4916
3.8387 0.4775
3.9323 0.4577
4.0259 0.4361
4.1196 0.4178
4.2132 0.4079
4.3068 0.4102
4.4004 0.4262
4.4941 0.4543
4.5877 0.4899
4.6813 0.5274
4.775 0.5608
4.8686 0.5858
4.9622 0.5997
5.0558 0.6012
5.1495 0.5903
5.2431 0.5677
5.3367 0.5352
5.4303 0.496
5.524 0.454
5.6176 0.4136
5.7112 0.3777
5.8048 0.3475
5.8985 0.3225
5.9921 0.3013
6.0857 0.2827
6.1793 0.2657
6.273 0.2502
6.3666 0.2362
6.4602 0.2236
6.5539 0.212
6.6475 0.2004
6.7411 0.1881
6.8347 0.1742
6.9284 0.1584
7.022 0.1409
7.1156 0.1223
7.2092 0.1035
7.3029 0.0854
7.3965 0.0689
7.4901 0.0545
7.5837 0.0424
7.6774 0.0326
7.771 0.0249
7.8646 0.0189
7.9583 0.0143
8.0519 0.0107
8.1455 0.0081
8.2391 0.006

#0.1071
0.0 0.0053
0.0966 0.0057
0.1931 0.006
0.2897 0.0062
0.3862 0.0064
0.4828 0.0066
0.5793 0.0067
0.6759 0.007
0.7725 0.0073
0.869 0.0079
0.9656 0.0087
1.0621 0.0101
1.1587 0.012
1.2553 0.0146
1.3518 0.0181
1.4484 0.0227
1.5449 0.0286
1.6415 0.0357
1.738 0.0443
1.8346 0.054
1.9312 0.064
2.0277 0.0735
2.1243 0.0818
2.2208 0.088
2.3174 0.092
2.414 0.0944
2.5105 0.096
2.6071 0.0982
2.7036 0.1022
2.8002 0.1088
2.8967 0.118
2.9933 0.1297
3.0899 0.1435
3.1864 0.1589
3.283 0.1758
3.3795 0.1939
3.4761 0.213
3.5726 0.233
3.6692 0.2539
3.7658 0.2762
3.8623 0.3007
3.9589 0.3277
4.0554 0.3571
4.152 0.3881
4.2486 0.419
4.3451 0.4476
4.4417 0.4717
4.5382 0.4889
4.6348 0.4974
4.7313 0.496
4.8279 0.4844
4.9245 0.4642
5.021 0.4383
5.1176 0.4109
5.2141 0.3866
5.3107 0.3703
5.4073 0.3661
5.5038 0.3767
5.6004 0.4025
5.6969 0.4408
5.7935 0.4858
5.89 0.5301
5.9866 0.5672
6.0832 0.5927
6.1797 0.6051
6.2763 0.6044
6.3728 0.5911
6.4694 0.5661
6.5659 0.5308
6.6625 0.4881
6.7591 0.4422
6.8556 0.3976
6.9522 0.3577
7.0487 0.3243
7.1453 0.2974
7.2419 0.2759
7.3384 0.2584
7.435 0.2435
7.5315 0.2302
7.6281 0.2178
7.7246 0.2056
7.8212 0.193
7.9178 0.1797
8.0143 0.1653
8.1109 0.1496
8.2074 0.1326
8.304 0.1148
8.4006 0.097
8.4971 0.0798
8.5937 0.064
8.6902 0.0502
8.7868 0.0388
8.8833 0.0296
8.9799 0.0225
9.0765 0.0169
9.173 0.0127
9.2696 0.0094
9.3661 0.007
9.4627 0.0052
